,genres,app_name,Item_name,Hours_Played,release_year,sentiment_analysis
2135,Adventure,Clicker Heroes,Clicker Heroes,2.45,2015,2
2136,Action,Borderlands 2,Borderlands 2,27.3,2012,2
2137,Free to Play,No More Room in Hell,No More Room in Hell,0.2,2011,2
2138,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,175.83,2012,0
2139,Casual,Unturned,Unturned,21.13,2017,2
2140,Indie,Spiral Knights,Spiral Knights,0.57,2011,2
2141,Indie,Garry's Mod,Garry's Mod,0.0,2006,2
2142,Action,Robocraft,Robocraft,4.52,2017,2
2143,Massively Multiplayer,Heroes & Generals,Heroes & Generals,8.3,2016,2
2144,Free to Play,Warframe,Warframe,22.43,2013,2
2145,Action,Unturned,Unturned,0.12,2017,2
2146,Action,Loadout,Loadout,3.0,2014,2
2147,Simulation,Garry's Mod,Garry's Mod,22.82,2006,2
2148,Early Access,SNOW,SNOW,1.88,2013,2
2149,Action,Half-Life,Half-Life,0.98,1998,2
2150,Simulation,Garry's Mod,Garry's Mod,91.32,2006,2
2151,Indie,Terraria,Terraria,6.9,2011,2
2152,Action,Unturned,Unturned,0.13,2017,2
2153,Indie,Unturned,Unturned,1.4,2017,2
2154,Casual,Scribblenauts Unlimited,Scribblenauts Unlimited,63.05,2012,2
2155,Early Access,Rust,Rust,63.93,2013,0
2156,Adventure,Terraria,Terraria,136.45,2011,2
2157,Adventure,Torchlight II,Torchlight II,1.22,2012,2
2158,Indie,Garry's Mod,Garry's Mod,14.33,2006,2
2159,Adventure,Unturned,Unturned,6.88,2017,2
2160,Simulation,Plague Inc: Evolved,Plague Inc: Evolved,23.63,2016,1
2161,Free to Play,Warframe,Warframe,0.0,2013,1
2162,Action,Bastion,Bastion,44.82,2011,2
2163,Strategy,Arma 2: Operation Arrowhead,Arma 2: Operation Arrowhead,1.22,2010,2
2164,RPG,Borderlands 2,Borderlands 2,45.52,2012,2
2165,Indie,Unturned,Unturned,266.13,2017,2
2166,RPG,Terraria,Terraria,220.28,2011,0
2167,Indie,Garry's Mod,Garry's Mod,7.78,2006,2
2168,Indie,Garry's Mod,Garry's Mod,1.23,2006,2
2169,Action,Robocraft,Robocraft,0.97,2017,2
2170,Action,Terraria,Terraria,86.63,2011,2
2171,Action,PlanetSide 2,PlanetSide 2,0.22,2012,2
2172,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,75.27,2012,2
2173,Action,Rust,Rust,106.8,2013,2
2174,Casual,Unturned,Unturned,13.95,2017,0
2175,Early Access,DayZ,DayZ,5.37,2013,2
2176,Free to Play,Unturned,Unturned,151.75,2017,2
2177,Adventure,Hammerwatch,Hammerwatch,1.95,2013,0
2178,Simulation,Garry's Mod,Garry's Mod,66.12,2006,2
2179,Indie,No More Room in Hell,No More Room in Hell,0.13,2011,0
2180,Action,South Park™: The Stick of Truth™,South Park™: The Stick of Truth™,18.27,2014,2
2181,Simulation,Garry's Mod,Garry's Mod,163.72,2006,2
2182,Simulation,Garry's Mod,Garry's Mod,38.08,2006,0
2183,Action,Grand Theft Auto V,Grand Theft Auto V,32.23,2015,2
2184,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,276.65,2012,0
2185,Action,Toribash,Toribash,4.28,2006,2
2186,RPG,The Binding of Isaac,The Binding of Isaac,1.32,2011,0
2187,Indie,Garry's Mod,Garry's Mod,1073.05,2006,0
2188,Indie,DayZ,DayZ,4.8,2013,2
2189,Action,POSTAL 2,POSTAL 2,12.6,2003,0
2190,Strategy,XCOM: Enemy Unknown,XCOM: Enemy Unknown,0.0,2012,2
2191,Massively Multiplayer,Robocraft,Robocraft,0.17,2017,2
2192,Indie,Unturned,Unturned,3.08,2017,2
2193,Adventure,Unturned,Unturned,0.0,2017,2
2194,Early Access,DayZ,DayZ,1.03,2013,2
2195,Adventure,Unturned,Unturned,47.32,2017,0
2196,Free to Play,Loadout,Loadout,0.27,2014,0
2197,Adventure,Rust,Rust,20.28,2013,2
2198,Casual,Unturned,Unturned,0.25,2017,2
2199,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,772.8,2012,2
2200,Free to Play,Spiral Knights,Spiral Knights,2.35,2011,2
2201,Indie,Robocraft,Robocraft,0.32,2017,0
2202,Adventure,theHunter Classic,theHunter,0.5,2014,2
2203,Free to Play,Robocraft,Robocraft,0.02,2017,0
2204,Action,BLOCKADE 3D,BLOCKADE 3D,0.0,2014,2
2205,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,150.22,2012,2
2206,Action,Arma 3,Arma 3,41.12,2013,1
2207,Casual,A Story About My Uncle,A Story About My Uncle,3.83,2014,0
2208,Free to Play,Unturned,Unturned,0.35,2017,2
2209,Strategy,FTL: Faster Than Light,FTL: Faster Than Light,24.82,2012,2
2210,Free to Play,Spiral Knights,Spiral Knights,3.05,2011,0
2211,Action,DayZ,DayZ,165.7,2013,2
2212,Action,Borderlands: The Pre-Sequel,Borderlands: The Pre-Sequel,0.0,2014,2
2213,Action,Warframe,Warframe,0.65,2013,2
2214,Indie,World of Goo,World of Goo,1.6,2008,0
2215,Adventure,Dragon's Dogma: Dark Arisen,Dragon's Dogma: Dark Arisen,7.23,2016,2
2216,Action,Sniper Elite V2,Sniper Elite V2,7.28,2012,2
2217,Free to Play,Gotham City Impostors Free to Play,Gotham City Impostors: Free To Play,2.65,2012,2
2218,Massively Multiplayer,DayZ,DayZ,174.62,2013,2
2219,Action,Far Cry 3,Far Cry® 3,43.05,2012,0
2220,Simulation,Robocraft,Robocraft,0.62,2017,2
2221,Adventure,Grand Theft Auto V,Grand Theft Auto V,13.18,2015,2
2222,Action,Arma 3,Arma 3,4.22,2013,2
2223,Strategy,Europa Universalis IV,Europa Universalis IV,426.95,2013,2
2224,Strategy,Arma 3,Arma 3,313.8,2013,2
2225,Free to Play,Heroes & Generals,Heroes & Generals,1.53,2016,2
2226,RPG,Rust,Rust,1.45,2013,2
2227,Free to Play,Tribes: Ascend,Tribes: Ascend,4.55,2012,2
2228,Action,Warframe,Warframe,0.0,2013,2
2229,Massively Multiplayer,Spiral Knights,Spiral Knights,24.4,2011,2
2230,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,252.6,2012,2
2231,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,141.6,2010,2
2232,Action,Half-Life 2: Episode Two,Half-Life 2: Episode Two,0.0,2007,2
2233,Indie,Unturned,Unturned,3.05,2017,2
2234,Free to Play,Unturned,Unturned,0.88,2017,2
2235,Adventure,ORION: Prelude,ORION: Prelude,0.1,2013,2
2236,Indie,Rocket League®,Rocket League,57.32,2015,2
2237,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1.58,2012,2
2238,Simulation,Garry's Mod,Garry's Mod,2.52,2006,0
2239,Indie,Robocraft,Robocraft,15.05,2017,2
2240,Action,Trove,Trove,806.25,2015,0
2241,Action,The Binding of Isaac,The Binding of Isaac,0.35,2011,0
2242,Simulation,Garry's Mod,Garry's Mod,662.17,2006,0
2243,RPG,Terraria,Terraria,13.7,2011,2
2244,Indie,Unturned,Unturned,2.85,2017,2
2245,Adventure,Don't Starve Together,Don't Starve Together,23.93,2016,2
2246,RPG,Terraria,Terraria,65.22,2011,2
2247,Action,Turbo Dismount™,Turbo Dismount,0.0,2014,2
2248,Indie,Spiral Knights,Spiral Knights,2.3,2011,0
2249,Free to Play,Robocraft,Robocraft,14.18,2017,2
2250,Massively Multiplayer,Spiral Knights,Spiral Knights,31.93,2011,2
2251,RPG,Rust,Rust,32.45,2013,0
2252,Early Access,Rust,Rust,20.65,2013,2
2253,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,53.13,2012,2
2254,Indie,Garry's Mod,Garry's Mod,472.23,2006,2
2255,Adventure,Just Cause 2,Just Cause 2,0.0,2010,2
2256,Action,Unturned,Unturned,63.7,2017,1
2257,Strategy,Town of Salem,Town of Salem,40.33,2014,0
2258,Early Access,Rust,Rust,1.07,2013,2
2259,Action,Terraria,Terraria,94.98,2011,2
2260,Massively Multiplayer,Star Trek Online,Star Trek Online,0.85,2010,2
2261,Action,Monaco: What's Yours Is Mine,Monaco,0.1,2013,2
2262,Action,Terraria,Terraria,83.53,2011,2
2263,Casual,Anarchy Arcade,Anarchy Arcade,0.48,2014,2
2264,Simulation,Garry's Mod,Garry's Mod,2.72,2006,2
2265,Indie,The Binding of Isaac,The Binding of Isaac,12.42,2011,2
2266,Indie,Garry's Mod,Garry's Mod,69.97,2006,2
2267,Casual,BattleBlock Theater®,BattleBlock Theater,1.1,2014,2
2268,Action,Rust,Rust,8.0,2013,2
2269,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,19.32,2012,2
2270,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1.8,2012,0
2271,RPG,Rust,Rust,10.48,2013,2
2272,Adventure,Just Cause 2,Just Cause 2,8.93,2010,0
2273,Adventure,Terraria,Terraria,19.63,2011,2
2274,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,5.33,2012,2
2275,Action,Unturned,Unturned,2.12,2017,2
2276,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,15.93,2010,2
2277,Massively Multiplayer,Trove,Trove,0.0,2015,2
2278,Free to Play,Loadout,Loadout,0.32,2014,2
2279,RPG,Terraria,Terraria,11.6,2011,2
2280,Indie,Garry's Mod,Garry's Mod,92.7,2006,2
2281,Action,Loadout,Loadout,2.58,2014,2
2282,Indie,Garry's Mod,Garry's Mod,139.35,2006,2
2283,Adventure,Deadlight,Deadlight,0.0,2012,2
2284,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1.83,2012,0
2285,Adventure,Unturned,Unturned,0.12,2017,2
2286,Free to Play,Unturned,Unturned,0.22,2017,2
2287,Early Access,Rust,Rust,13.1,2013,2
2288,Indie,DayZ,DayZ,87.17,2013,2
2289,Casual,Unturned,Unturned,49.93,2017,2
2290,Free to Play,Unturned,Unturned,0.0,2017,2
2291,Adventure,Contagion,Contagion,9.35,2013,2
2292,Action,Insurgency,Insurgency,0.1,2014,2
2293,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,101.4,2012,2
2294,Indie,Robocraft,Robocraft,0.95,2017,2
2295,Indie,Rust,Rust,34.92,2013,2
2296,Free to Play,Warframe,Warframe,69.27,2013,2
2297,Free to Play,Heroes & Generals,Heroes & Generals,0.0,2016,2
2298,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,0.0,2012,2
2299,Strategy,Arma 2: Operation Arrowhead,Arma 2: Operation Arrowhead,62.98,2010,2
2300,Action,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,1.4,2012,2
2301,Adventure,Rust,Rust,56.57,2013,2
2302,Action,Realm of the Mad God,Realm of the Mad God,0.6,2012,0
2303,Free to Play,Warframe,Warframe,0.48,2013,2
2304,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,724.72,2012,2
2305,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,597.42,2012,2
2306,Free to Play,Unturned,Unturned,0.28,2017,2
2307,Action,Call of Duty®: Modern Warfare® 2,Call of Duty: Modern Warfare 2,12.45,2009,2
2308,Action,Rust,Rust,0.78,2013,2
2309,Indie,BattleBlock Theater®,BattleBlock Theater,6.22,2014,2
2310,Action,Starbound,Starbound,37.1,2016,2
2311,RPG,Rust,Rust,0.82,2013,2
2312,Indie,DayZ,DayZ,4.98,2013,2
2313,Simulation,Garry's Mod,Garry's Mod,58.78,2006,2
2314,Simulation,Surgeon Simulator,Surgeon Simulator,1.2,2013,0
2315,Action,Rocket League®,Rocket League,9.67,2015,2
2316,Indie,Rust,Rust,7.75,2013,0
2317,Indie,Garry's Mod,Garry's Mod,265.87,2006,2
2318,Action,Borderlands 2,Borderlands 2,74.05,2012,2
2319,Action,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,4.03,2012,2
2320,Adventure,Clicker Heroes,Clicker Heroes,0.63,2015,2
2321,Action,Saints Row: The Third,Saints Row: The Third,31.68,2011,2
2322,Free to Play,Ragnarok Online 2,Ragnarok Online 2,0.0,2013,2
2323,Casual,Unturned,Unturned,155.28,2017,2
2324,Indie,Starbound,Starbound,82.22,2016,2
2325,Massively Multiplayer,Rust,Rust,1060.08,2013,2
2326,Adventure,Grand Theft Auto V,Grand Theft Auto V,0.08,2015,0
2327,Action,Unturned,Unturned,26.65,2017,2
2328,Action,Terraria,Terraria,1.37,2011,0
2329,Massively Multiplayer,Rust,Rust,134.08,2013,0
2330,Indie,ARK: Survival Evolved,ARK: Survival Evolved,2.25,2017,2
2331,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,413.52,2012,2
2332,Adventure,Terraria,Terraria,0.13,2011,2
2333,Action,Counter-Strike: Source,Counter-Strike: Source,239.95,2004,2
2334,Adventure,Starbound,Starbound,32.55,2016,2
2335,Action,Just Cause 2,Just Cause 2,20.23,2010,2
2336,Action,Defiance,Defiance,3.4,2014,2
2337,Massively Multiplayer,Robocraft,Robocraft,1.13,2017,2
2338,Adventure,Saints Row IV,Saints Row IV,0.03,2013,2
2339,Strategy,Arma 3,Arma 3,7.05,2013,1
2340,Massively Multiplayer,Spiral Knights,Spiral Knights,213.8,2011,2
2341,Adventure,LEGO® Marvel™ Super Heroes,LEGO® MARVEL Super Heroes,2.18,2013,2
2342,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,416.75,2012,2
2343,Indie,Unturned,Unturned,2.53,2017,0
2344,Simulation,Goat Simulator,Goat Simulator,10.93,2014,2
2345,Action,Batman: Arkham City - Game of the Year Edition,Batman: Arkham City GOTY,2.4,2012,0
2346,Massively Multiplayer,Tree of Savior (English Ver.),Tree of Savior (English Ver.),0.35,2016,0
2347,Indie,Unturned,Unturned,26.9,2017,2
2348,Action,Spiral Knights,Spiral Knights,3.52,2011,2
2349,RPG,Borderlands 2,Borderlands 2,82.42,2012,2
2350,Action,Terraria,Terraria,10.47,2011,2
2351,Indie,DayZ,DayZ,16.98,2013,2
2352,Indie,Surgeon Simulator,Surgeon Simulator,0.0,2013,2
2353,Simulation,Prison Architect,Prison Architect,9.62,2015,0
2354,Action,Left 4 Dead 2,Left 4 Dead 2,58.98,2009,0
2355,Adventure,Saints Row IV,Saints Row IV,33.42,2013,2
2356,Action,Awesomenauts - the 2D moba,Awesomenauts,96.18,2012,2
2357,Action,Insurgency,Insurgency,0.0,2014,2
2358,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,36.97,2012,2
2359,Action,Realm of the Mad God,Realm of the Mad God,4.52,2012,2
2360,Simulation,Garry's Mod,Garry's Mod,8.2,2006,2
2361,RPG,Starbound,Starbound,1.33,2016,2
2362,Action,Left 4 Dead 2,Left 4 Dead 2,3.42,2009,2
2363,Free to Play,Spiral Knights,Spiral Knights,0.0,2011,2
2364,Indie,Robocraft,Robocraft,0.0,2017,0
2365,Action,Saints Row 2,Saints Row 2,0.0,2009,2
2366,Action,Terraria,Terraria,19.72,2011,2
2367,Free to Play,Warframe,Warframe,0.72,2013,2
2368,RPG,Borderlands,Borderlands,21.27,2009,2
2369,Simulation,Garry's Mod,Garry's Mod,16.6,2006,2
2370,Indie,LIMBO,LIMBO,1.25,2011,2
2371,Action,Borderlands 2,Borderlands 2,414.4,2012,2
2372,Free to Play,Toribash,Toribash,4.28,2006,2
2373,Action,Evolve Stage 2,Evolve Stage 2,0.87,2015,2
2374,Massively Multiplayer,APB Reloaded,APB Reloaded,2.32,2011,2
2375,Indie,Terraria,Terraria,275.35,2011,2
2376,Action,Robocraft,Robocraft,9.0,2017,2
2377,Indie,Robocraft,Robocraft,1.32,2017,2
2378,Action,Portal 2,Portal 2,0.0,2011,2
2379,Massively Multiplayer,Defiance,Defiance,29.37,2014,2
2380,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,0.93,2010,2
2381,Action,Portal 2,Portal 2,0.0,2011,0
2382,Indie,Terraria,Terraria,492.73,2011,2
2383,Free to Play,Evolve Stage 2,Evolve Stage 2,5.97,2015,2
2384,Adventure,"Papers, Please","Papers, Please",0.0,2013,2
2385,RPG,Terraria,Terraria,2.85,2011,2
2386,Indie,Garry's Mod,Garry's Mod,35.13,2006,0
2387,Action,Alan Wake,Alan Wake,2.22,2012,2
2388,Adventure,Unturned,Unturned,0.0,2017,2
2389,Free to Play,PlanetSide 2,PlanetSide 2,0.0,2012,2
2390,Action,Heroes & Generals,Heroes & Generals,2.12,2016,2
2391,Free to Play,Warframe,Warframe,149.53,2013,2
2392,Massively Multiplayer,Rust,Rust,0.37,2013,2
2393,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,124.0,2012,2
2394,Adventure,LIMBO,LIMBO,8.65,2011,2
2395,Free to Play,Heroes & Generals,Heroes & Generals,0.0,2016,2
2396,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,156.47,2012,2
2397,Action,Left 4 Dead 2,Left 4 Dead 2,0.22,2009,2
2398,Action,Killing Floor,Killing Floor,31.22,2009,2
2399,Action,Unturned,Unturned,2.22,2017,2
2400,Action,Warframe,Warframe,0.23,2013,0
2401,Simulation,Garry's Mod,Garry's Mod,131.73,2006,2
2402,Free to Play,Tribes: Ascend,Tribes: Ascend,0.55,2012,0
2403,Action,Tactical Intervention,Tactical Intervention,1.57,2013,2
2404,Action,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,13.55,2012,2
2405,Adventure,Rust,Rust,63.93,2013,2
2406,Adventure,Just Cause 2,Just Cause 2,1.4,2010,2
2407,Casual,Starbound,Starbound,48.98,2016,0
2408,Action,Trove,Trove,6.08,2015,2
2409,Simulation,FTL: Faster Than Light,FTL: Faster Than Light,4.58,2012,2
2410,Adventure,Brothers - A Tale of Two Sons,Brothers - A Tale of Two Sons,0.17,2013,2
2411,Indie,Unturned,Unturned,1.0,2017,0
2412,Action,PAYDAY™ The Heist,PAYDAY: The Heist,0.53,2011,0
2413,Adventure,Trove,Trove,8.62,2015,2
2414,Massively Multiplayer,Trove,Trove,1.1,2015,2
2415,Free to Play,Warframe,Warframe,0.0,2013,2
2416,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,71.98,2012,1
2417,Indie,Unturned,Unturned,1.53,2017,2
2418,Action,Portal 2,Portal 2,42.17,2011,2
2419,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,487.48,2012,2
2420,Indie,Garry's Mod,Garry's Mod,110.77,2006,2
2421,Free to Play,Tribes: Ascend,Tribes: Ascend,0.1,2012,2
2422,Adventure,ORION: Prelude,ORION: Prelude,3.47,2013,2
2423,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,6.7,2012,1
2424,Indie,Heroes & Generals,Heroes & Generals,0.28,2016,2
2425,Action,Left 4 Dead 2,Left 4 Dead 2,3.13,2009,2
2426,Action,No Man's Sky,No Man's Sky,8.87,2016,2
2427,Action,Warframe,Warframe,48.82,2013,2
2428,Indie,Rust,Rust,20.92,2013,2
2429,Action,ORION: Prelude,ORION: Prelude,4.3,2013,2
2430,Action,Bastion,Bastion,20.45,2011,2
2431,Simulation,Garry's Mod,Garry's Mod,15.18,2006,2
2432,Indie,The Forest,The Forest,2.85,2014,2
2433,Adventure,Unturned,Unturned,0.0,2017,2
2434,Strategy,Prison Architect,Prison Architect,2.82,2015,1
2435,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,43.88,2012,2
2436,Action,DayZ,DayZ,77.07,2013,2
2437,Action,Far Cry® 2: Fortune's Edition,Far Cry 2,4.32,2008,2
2438,Indie,DayZ,DayZ,0.47,2013,0
2439,Action,Half-Life 2,Half-Life 2,26.08,2004,2
2440,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,5.37,2012,2
2441,Free to Play,Unturned,Unturned,0.38,2017,2
2442,Adventure,Portal 2,Portal 2,5.78,2011,2
2443,Adventure,Unturned,Unturned,0.0,2017,2
2444,RPG,Borderlands 2,Borderlands 2,32.75,2012,2
2445,Action,Loadout,Loadout,4.95,2014,2
2446,Indie,Garry's Mod,Garry's Mod,153.77,2006,1
2447,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1000.77,2012,0
2448,Adventure,The Stanley Parable,The Stanley Parable,1.0,2013,2
2449,RPG,Rust,Rust,19.98,2013,2
2450,RPG,Rust,Rust,7.43,2013,0
2451,Indie,Unturned,Unturned,44.05,2017,0
2452,Simulation,Garry's Mod,Garry's Mod,36.85,2006,0
2453,Free to Play,Evolve Stage 2,Evolve Stage 2,3.6,2015,2
2454,Simulation,Garry's Mod,Garry's Mod,42.57,2006,0
2455,Indie,Garry's Mod,Garry's Mod,8.13,2006,2
2456,Early Access,AirMech Strike,AirMech,75.72,2012,2
2457,Adventure,Unturned,Unturned,21.8,2017,0
2458,Casual,Unturned,Unturned,2.05,2017,2
2459,Action,Robocraft,Robocraft,3.3,2017,2
2460,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,674.93,2012,2
2461,Indie,Unturned,Unturned,0.2,2017,2
2462,Massively Multiplayer,Rust,Rust,152.77,2013,2
2463,Action,Life is Strange - Episode 1,Life Is Strange™,9.93,2015,1
2464,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,41.98,2012,2
2465,Adventure,Unturned,Unturned,0.85,2017,2
2466,Action,Broforce,Broforce,1.77,2015,0
2467,Strategy,Arma 2: Operation Arrowhead,Arma 2: Operation Arrowhead,216.35,2010,2
2468,Action,Left 4 Dead 2,Left 4 Dead 2,0.0,2009,2
2469,Adventure,Unturned,Unturned,0.0,2017,0
2470,Massively Multiplayer,PlanetSide 2,PlanetSide 2,97.83,2012,0
2471,Free to Play,Unturned,Unturned,0.33,2017,2
2472,Strategy,FTL: Faster Than Light,FTL: Faster Than Light,2.37,2012,2
2473,Free to Play,Unturned,Unturned,14.28,2017,2
2474,Action,DayZ,DayZ,7.88,2013,2
2475,RPG,The Binding of Isaac,The Binding of Isaac,25.4,2011,0
2476,Casual,Yet Another Zombie Defense,Yet Another Zombie Defense,0.0,2014,2
2477,Action,Rust,Rust,34.8,2013,2
2478,Action,Unturned,Unturned,0.92,2017,2
2479,Simulation,Garry's Mod,Garry's Mod,7.1,2006,2
2480,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,191.37,2012,0
2481,Casual,BattleBlock Theater®,BattleBlock Theater,3.3,2014,2
2482,Free to Play,Gotham City Impostors Free to Play,Gotham City Impostors: Free To Play,100.57,2012,2
2483,Simulation,Clicker Heroes,Clicker Heroes,0.63,2015,0
2484,Action,Counter-Strike: Source,Counter-Strike: Source,72.85,2004,0
2485,Indie,Nether: Resurrected,Nether,1.75,2014,2
2486,Indie,Rogue Legacy,Rogue Legacy,7.97,2013,2
2487,Indie,Garry's Mod,Garry's Mod,4.87,2006,2
2488,Early Access,DayZ,DayZ,39.67,2013,2
2489,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,158.13,2012,2
2490,RPG,Dungeon Defenders II,Dungeon Defenders II,0.02,2017,2
2491,Free to Play,PlanetSide 2,PlanetSide 2,0.3,2012,2
2492,RPG,The Binding of Isaac,The Binding of Isaac,8.32,2011,2
2493,Massively Multiplayer,DayZ,DayZ,33.12,2013,2
2494,Adventure,Terraria,Terraria,0.23,2011,2
2495,Adventure,Broforce,Broforce,17.97,2015,2
2496,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,613.12,2012,2
2497,RPG,Rust,Rust,131.08,2013,2
2498,Racing,Rocket League®,Rocket League,11.95,2015,2
2499,Adventure,Unturned,Unturned,3.83,2017,2
